,APA.OQ,BKR.OQ,COP.N,CVX.N,EOG.N,HAL.N,HES.N,MRO.N,OKE.N,OXY.N,SLB.N,XOM.N,ALB.N,APD.N,AVY.N,BALL.N,ECL.N,FCX.N,FMC.N,IFF.N,IP.N,LIN.N,MOS.N,NEM.N,PPG.N,SHW.N,VMC.N,BA.N,CAT.N,CMI.N,CSX.OQ,DAL.N,ETN.N,EXPD.OQ,FDX.N,GD.N,GE.N,HWM.N,ITW.N,JCI.N,LDOS.N,LMT.N,LUV.N,MAS.N,MMM.N,NOC.N,NSC.N,PH.N,ROK.N,RTX.N,SWK.N,TT.N,TXT.N,UAL.OQ,UNP.N,UPS.N,WM.N,BBWI.N,CCL.N,DRI.N,EBAY.OQ,F.N,HAS.OQ,HD.N,LOW.N,LVS.N,MAR.OQ,MGM.N,MHK.N,NKE.N,NWL.OQ,RCL.N,SBUX.OQ,VFC.N,WHR.N,BFb.N,BG.N,CAG.N,CHD.N,CL.N,CLX.N,COST.OQ,CPB.N,EL.N,GIS.N,HRL.N,HSY.N,K.N,KMB.N,KO.N,KR.N,MDLZ.OQ,MKC.N,MO.N,PEP.OQ,PG.N,PM.N,SJM.N,STZ.N,TAP.N,TGT.N,TSN.N,WMT.N,A.N,ABT.N,AMGN.OQ,BAX.N,BDX.N,BIIB.OQ,BMY.N,BSX.N,CAH.N,CI.N,CVS.N,DGX.N,EW.N,HUM.N,JNJ.N,LLY.N,MCK.N,MDT.N,MRK.N,MTD.N,PFE.N,RVTY.N,WAT.N,ALL.N,AXP.N,BAC.N,BEN.N,BK.N,C.N,CB.N,CMA.N,COF.N,FITB.OQ,GS.N,HBAN.OQ,HIG.N,JPM.N,KEY.N,MET.N,MMC.N,MS.N,NTRS.OQ,PFG.OQ,PNC.N,PRU.N,SPGI.N,STT.N,TROW.OQ,V.N,WFC.N,AAPL.OQ,ACN.N,ADBE.OQ,ADI.OQ,ADSK.OQ,AKAM.OQ,AMAT.OQ,AMD.OQ,CRM.N,CSCO.OQ,CTSH.OQ,FSLR.OQ,GEN.OQ,HPQ.N,IBM.N,INTC.OQ,INTU.OQ,JNPR.N,KLAC.OQ,MCHP.OQ,MSFT.OQ,MSI.N,NTAP.OQ,NVDA.OQ,ORCL.N,QCOM.OQ,STX.OQ,TEL.N,TXN.OQ,WDC.OQ,DIS.N,GOOGL.OQ,OMC.N,T.N,VZ.N,AEE.N,AEP.OQ,AES.N,AWK.N,DTE.N,DUK.N,ED.N,EIX.N,ES.N,ETR.N,EXC.OQ,LNT.OQ,NEE.N,NI.N,NRG.N,PCG.N,PEG.N,PNW.N,PPL.N,SO.N,SRE.N,WEC.N,XEL.OQ
0,-0.5494208,-0.5494208,265.89948,237.7735339,237.7735339,261.5607496,275.1651674,239.0816392,397.9361734,671.5048382,74.21109902,274.1639631,434.1102867,2114.359787,2114.359787,191.3438127,191.3438127,539.4470668,1225.3924,1225.3924,616.7080373,1259.725824,1259.725824,703.0847502,393.7156918,66.58774166,66.58774166,21.17913609,63.41832325,57.59733649,57.59733649,57.59733649,62.8251821,10.10301096,427.2823337,33.0,35.74162495,2559.791746,2559.791746,93.48536903,4.159546314,39.49054481,1341.855749,75.60069591,269.1044363,55.87741419,517.5493856,517.5493856,18.42816526,36.70562763,36.70562763,85.0156429,57.85285714,1164.406183,700.8120757,257.4292041,257.4292041,40.14179796,40.14179796,152.467752,152.467752,39.55866292,39.55866292,39.55866292,39.55866292,39.55866292,216.6317261,134.0773981,134.0773981,8.892371233,8.892371233,584.446443,584.446443,584.446443,45.82080711,64.36444617,64.36444617,175.8372609,80.14867912,43.90084801,76.3861962,21.30951248,112.4702426,14.88298424,77.93672768,111.4374255,71.47157245,91.24941507,308.0092712,161.84573,83.20663708,63.74787612,63.74787612,36.8606117,104.1131997,80.56070757,80.56070757,80.56070757,80.56070757,234.3036676,46.62058878,201.0934691,46.2809496,21.30239002,63.02588173,25.96981287,61.79138322,79.29997293,23.32028434,46.96584815,19.19882755,19.19882755,5.573936005,17.4774118,36.94309373,36.94309373,36.94309373,20.48723862,106.8137974,1.207712457,17.12446058,49.64989518,49.64989518,56.33940699,35.94092312,35.94092312,35.94092312,35.94092312,35.94092312,8.865099842,18.44045424,14.56472067,4.741766467,24.53138848,16.63898945,16.63898945,6.990865636,6.990865636,13.26966048,14.1653185,14.1653185,14.1653185,11.62984437,11.62984437,12.19183303,12.19183303,12.19183303,12.19183303,25.13611584,16.80555556,16.67515203,13.66936767,44.14690642,8.538369209,8.871619002,5.465811929,67.28441449,3.648830017,3.648830017,22.55143162,20.05475207,8.294378833,17.39111776,52.04480766,52.04480766,28.26012938,13.59619479,28.58043038,75.82610546,13.08973947,13.08973947,13.08973947,13.08973947,14.47584578,67.63261672,67.63261672,7.718149556,7.718149556,8.13274098,74.27486623,74.27486623,167.9865611,49.01932108,40.49422614,40.49422614,12.96978271,12.96978271,60.20899191,60.20899191,10263.15789,5514.246233,348.2367893,4609.282881,11444.50554,11444.50554,11444.50554,11444.50554,11444.50554,524.9483005,5974.489657,3090.493601,2996.056425,9876.54321,243.0192781,1993.230629,5094.167539,5094.167539,9050.037952,1549.730433,5390.695984,7783.521001
1,,,265.89948,237.7735339,,261.5607496,275.1651674,239.0816392,397.9361734,671.5048382,74.21109902,274.1639631,434.1102867,2114.359787,,191.3438127,,539.4470668,1225.3924,,616.7080373,1259.725824,,703.0847502,393.7156918,66.58774166,,21.17913609,63.41832325,57.59733649,,,62.8251821,10.10301096,427.2823337,33.0,35.74162495,2559.791746,,93.48536903,4.159546314,39.49054481,1341.855749,75.60069591,269.1044363,55.87741419,517.5493856,,18.42816526,36.70562763,,85.0156429,57.85285714,1164.406183,700.8120757,257.4292041,,40.14179796,,152.467752,,39.55866292,,,,,216.6317261,134.0773981,,8.892371233,,584.446443,,,45.82080711,64.36444617,,175.8372609,80.14867912,43.90084801,76.3861962,21.30951248,112.4702426,14.88298424,77.93672768,111.4374255,71.47157245,91.24941507,308.0092712,161.84573,83.20663708,63.74787612,,36.8606117,104.1131997,80.56070757,,,,234.3036676,46.62058878,201.0934691,46.2809496,21.30239002,63.02588173,25.96981287,61.79138322,79.29997293,23.32028434,46.96584815,19.19882755,,5.573936005,17.4774118,36.94309373,,,20.48723862,106.8137974,1.207712457,17.12446058,49.64989518,,56.33940699,35.94092312,,,,,8.865099842,18.44045424,14.56472067,4.741766467,24.53138848,16.63898945,,6.990865636,,13.26966048,14.1653185,,,11.62984437,,12.19183303,,,,25.13611584,16.80555556,16.67515203,13.66936767,44.14690642,8.538369209,8.871619002,5.465811929,67.28441449,3.648830017,,22.55143162,20.05475207,8.294378833,17.39111776,52.04480766,,28.26012938,13.59619479,28.58043038,75.82610546,13.08973947,,,,14.47584578,67.63261672,,7.718149556,,8.13274098,74.27486623,,167.9865611,49.01932108,40.49422614,,12.96978271,,60.20899191,,10263.15789,5514.246233,348.2367893,4609.282881,11444.50554,,,,,524.9483005,5974.489657,3090.493601,2996.056425,9876.54321,243.0192781,1993.230629,5094.167539,,9050.037952,1549.730433,5390.695984,7783.521001
2,,,265.89948,237.7735339,,261.5607496,275.1651674,239.0816392,397.9361734,671.5048382,74.21109902,274.1639631,434.1102867,2114.359787,,191.3438127,,539.4470668,1225.3924,,616.7080373,1259.725824,,703.0847502,393.7156918,66.58774166,,21.17913609,63.41832325,57.59733649,,,62.8251821,10.10301096,427.2823337,33.0,35.74162495,2559.791746,,93.48536903,4.159546314,39.49054481,1341.855749,75.60069591,269.1044363,55.87741419,517.5493856,,18.42816526,36.70562763,,85.0156429,57.85285714,1164.406183,700.8120757,257.4292041,,40.14179796,,152.467752,,39.55866292,,,,,216.6317261,134.0773981,,8.892371233,,584.446443,,,45.82080711,64.36444617,,175.8372609,80.14867912,43.90084801,76.3861962,21.30951248,112.4702426,14.88298424,77.93672768,111.4374255,71.47157245,91.24941507,308.0092712,161.84573,83.20663708,63.74787612,,36.8606117,104.1131997,80.56070757,,,,234.3036676,46.62058878,201.0934691,46.2809496,21.30239002,63.02588173,25.96981287,61.79138322,79.29997293,23.32028434,46.96584815,19.19882755,,5.573936005,17.4774118,36.94309373,,,20.48723862,106.8137974,1.152038337,17.12446058,49.64989518,,56.33940699,35.94092312,,,,,8.865099842,18.44045424,14.56472067,4.741766467,24.53138848,16.63898945,,6.990865636,,13.26966048,14.1653185,,,11.62984437,,12.19183303,,,,25.13611584,16.80555556,16.67515203,13.66936767,44.14690642,8.538369209,8.871619002,5.465811929,67.28441449,3.648830017,,22.55143162,20.05475207,8.294378833,17.39111776,52.04480766,,28.26012938,13.59619479,28.58043038,75.82610546,13.08973947,,,218.2902496,14.47584578,67.63261672,,7.718149556,,8.13274098,74.27486623,,167.9865611,49.01932108,40.49422614,,12.96978271,,60.20899191,,10263.15789,5514.246233,348.2367893,4609.282881,11444.50554,,,,,524.9483005,5974.489657,3090.493601,2996.056425,9876.54321,243.0192781,1993.230629,5094.167539,,9050.037952,1549.730433,5390.695984,7783.521001
3,,,265.89948,237.7735339,,261.5607496,275.1651674,239.0816392,397.9361734,671.5048382,74.21109902,274.1639631,434.1102867,2114.359787,,191.3438127,,539.4470668,1225.3924,,616.7080373,1259.725824,,703.0847502,393.7156918,66.58774166,,21.17913609,63.41832325,57.59733649,,,62.8251821,10.10301096,427.2823337,33.0,35.74162495,2559.791746,,93.48536903,4.159546314,39.49054481,1341.855749,75.60069591,269.1044363,55.87741419,517.5493856,,18.42816526,36.70562763,,85.0156429,57.85285714,1164.406183,700.8120757,257.4292041,,40.14179796,,152.467752,,39.55866292,,,,,216.6317261,134.0773981,,8.892371233,,584.446443,,,45.82080711,72.17936316,,175.8372609,80.14867912,43.90084801,76.3861962,21.30951248,112.4702426,14.88298424,77.93672768,111.4374255,71.47157245,91.24941507,308.0092712,161.84573,83.20663708,63.74787612,,36.8606117,104.1131997,80.56070757,,82.42088607,,234.3036676,46.62058878,201.0934691,46.2809496,21.30239002,63.02588173,25.96981287,61.79138322,79.29997293,23.32028434,46.96584815,19.19882755,,5.573936005,17.4774118,36.94309373,,,20.48723862,106.8137974,1.152038337,14.7943737,49.64989518,,56.33940699,35.94092312,,,,,8.865099842,18.44045424,14.56472067,4.741766467,24.53138848,16.63898945,,6.990865636,,13.26966048,14.1653185,,,11.62984437,,12.19183303,,,,25.13611584,16.80555556,16.67515203,13.66936767,44.14690642,8.538369209,8.871619002,5.465811929,67.28441449,3.648830017,,22.55143162,20.05475207,8.294378833,17.39111776,52.04480766,,26.50406504,13.59619479,28.58043038,75.82610546,13.08973947,,,218.2902496,14.47584578,67.63261672,,7.718149556,,8.13274098,74.27486623,,167.9865611,49.01932108,40.49422614,,12.96978271,,60.20899191,,10263.15789,5514.246233,348.2367893,4609.282881,11444.50554,,,,,524.9483005,5974.489657,3090.493601,2996.056425,9876.54321,243.0192781,1993.230629,5094.167539,,9050.037952,1549.730433,5390.695984,7783.521001
4,,,265.89948,237.7735339,,261.5607496,275.1651674,239.0816392,397.9361734,671.5048382,74.21109902,274.1639631,434.1102867,2114.359787,,191.3438127,,539.4470668,1225.3924,,616.7080373,1259.725824,602.0586522,703.0847502,393.7156918,66.58774166,,21.17913609,63.41832325,57.59733649,,,62.8251821,10.10301096,407.375108,33.0,35.74162495,2559.791746,,93.48536903,4.159546314,39.49054481,1341.855749,75.60069591,269.1044363,55.87741419,517.5493856,,18.42816526,36.70562763,,85.0156429,57.85285714,1164.406183,700.8120757,257.4292041,,40.14179796,,151.5865094,,39.55866292,,,,,216.6317261,134.0773981,,3.271273798,,584.446443,,,45.82080711,72.17936316,,177.8631533,80.14867912,43.90084801,76.3861962,21.30951248,112.4702426,14.88298424,70.96827382,111.4374255,71.47157245,91.24941507,308.0092712,161.84573,83.20663708,63.74787612,,36.8606117,104.1131997,80.56070757,,82.42088607,,234.3036676,46.62058878,201.0934691,46.2809496,21.30239002,63.02588173,25.96981287,61.79138322,79.29997293,23.32028434,46.96584815,19.19882755,,5.573936005,17.4774118,36.94309373,,,20.48723862,106.8137974,1.152038337,14.7943737,49.64989518,,56.33940699,35.94092312,,,,,8.865099842,18.44045424,14.56472067,4.741766467,24.53138848,16.63898945,,6.990865636,,13.26966048,14.1653185,,,11.62984437,,12.19183303,,,,25.13611584,16.80555556,16.67515203,13.66936767,44.14690642,8.538369209,8.871619002,5.465811929,67.28441449,3.648830017,,22.55143162,20.05475207,8.294378833,17.39111776,52.04480766,,26.50406504,13.59619479,28.58043038,75.82610546,13.08973947,,,218.2902496,14.47584578,67.63261672,,7.718149556,12.61986066,8.13274098,74.27486623,,167.9865611,49.01932108,40.49422614,,12.96978271,,60.20899191,,10263.15789,5514.246233,348.2367893,4609.282881,11444.50554,,,,,524.9483005,5974.489657,3090.493601,2996.056425,9876.54321,243.0192781,1993.230629,5094.167539,,9050.037952,1549.730433,5390.695984,7783.521001
5,,,265.89948,237.7735339,,261.5607496,275.1651674,239.0816392,397.9361734,671.5048382,74.21109902,274.1639631,434.1102867,2114.359787,,191.3438127,,539.4470668,1225.3924,,616.7080373,1259.725824,602.0586522,703.0847502,393.7156918,66.58774166,,21.17913609,63.41832325,57.59733649,,,62.8251821,10.10301096,407.375108,33.0,35.74162495,2559.791746,,93.48536903,4.159546314,39.49054481,1341.855749,75.60069591,269.1044363,55.87741419,517.5493856,64.18906681,18.42816526,36.70562763,,85.0156429,57.85285714,1164.406183,700.8120757,257.4292041,,40.14179796,,151.5865094,,39.55866292,,,,,216.6317261,134.0773981,,3.271273798,,584.446443,,,45.82080711,72.17936316,,177.8631533,80.14867912,43.90084801,71.45586549,21.30951248,112.4702426,11.80507453,70.96827382,111.4374255,71.47157245,91.24941507,308.0092712,161.84573,83.20663708,63.74787612,,36.8606117,104.1131997,75.93814379,,82.42088607,,234.3036676,46.62058878,201.0934691,46.2809496,21.30239002,63.02588173,25.96981287,61.79138322,79.29997293,23.32028434,46.96584815,19.19882755,,5.573936005,17.4774118,36.94309373,,,20.48723862,106.8137974,1.152038337,14.7943737,49.64989518,,56.33940699,35.94092312,,,,,8.865099842,18.44045424,14.56472067,4.741766467,24.53138848,16.63898945,,6.990865636,,13.26966048,14.1653185,,,11.62984437,,12.19183303,,,,25.13611584,16.80555556,16.67515203,13.66936767,44.14690642,8.538369209,8.871619002,5.465811929,67.28441449,3.648830017,,22.55143162,20.05475207,8.294378833,17.39111776,52.04480766,,26.50406504,13.59619479,28.58043038,75.82610546,13.08973947,,,218.2902496,17.23695666,67.63261672,,7.718149556,12.61986066,8.13274098,74.27486623,,167.9865611,49.01932108,40.49422614,,12.96978271,,60.20899191,,10263.15789,5514.246233,348.2367893,4609.282881,11444.50554,,,,,524.9483005,5974.489657,3090.493601,2996.056425,9876.54321,243.0192781,1993.230629,5094.167539,,9050.037952,1549.730433,5390.695984,7783.521001
6,,,265.89948,237.7735339,,261.5607496,275.1651674,239.0816392,397.9361734,671.5048382,74.21109902,274.1639631,434.1102867,2114.359787,,191.3438127,,539.4470668,1225.3924,,616.7080373,1259.725824,602.0586522,703.0847502,393.7156918,66.58774166,,21.17913609,63.41832325,57.59733649,,,62.8251821,10.10301096,407.375108,33.0,35.74162495,2559.791746,,93.48536903,4.159546314,39.49054481,1341.855749,75.60069591,269.1044363,55.87741419,517.5493856,64.18906681,18.42816526,36.70562763,,85.0156429,57.85285714,1164.406183,700.8120757,257.4292041,,40.14179796,,151.5865094,,39.55866292,,,,,216.6317261,134.0773981,,3.271273798,,584.446443,,,45.82080711,72.17936316,,177.8631533,80.14867912,43.90084801,71.45586549,21.30951248,,11.80507453,70.96827382,111.4374255,71.47157245,91.24941507,308.0092712,161.84573,83.20663708,63.74787612,,36.8606117,104.1131997,75.93814379,,82.42088607,,234.3036676,46.62058878,201.0934691,46.2809496,21.30239002,63.02588173,25.96981287,61.79138322,79.29997293,23.32028434,46.96584815,19.19882755,,5.573936005,17.4774118,36.94309373,,,20.48723862,106.8137974,1.152038337,14.7943737,49.64989518,,56.33940699,35.94092312,,,,,8.865099842,18.44045424,14.56472067,4.741766467,24.53138848,16.63898945,,6.990865636,,13.26966048,14.1653185,,,11.62984437,,12.19183303,,,,25.13611584,16.80555556,16.67515203,13.66936767,44.14690642,8.538369209,8.871619002,5.465811929,67.28441449,3.648830017,,22.55143162,20.05475207,8.294378833,15.82834665,52.04480766,,26.50406504,13.59619479,28.58043038,75.82610546,12.64648839,,,218.2902496,17.23695666,67.63261672,,7.718149556,12.61986066,8.13274098,94.27047425,,167.9865611,52.70497462,40.49422614,,12.96978271,,60.20899191,,10263.15789,5514.246233,348.2367893,4609.282881,11444.50554,,,,,524.9483005,5974.489657,3090.493601,2996.056425,9876.54321,243.0192781,1993.230629,5094.167539,,9050.037952,1549.730433,5390.695984,7783.521001
7,,,265.89948,237.7735339,,261.5607496,275.1651674,239.0816392,397.9361734,671.5048382,74.21109902,274.1639631,434.1102867,2114.359787,,191.3438127,,539.4470668,1225.3924,,616.7080373,1259.725824,602.0586522,703.0847502,393.7156918,66.58774166,,21.17913609,63.41832325,57.59733649,,,62.8251821,10.10301096,407.375108,33.0,35.74162495,2559.791746,,93.48536903,4.159546314,39.49054481,1341.855749,75.60069591,269.1044363,55.87741419,517.5493856,64.18906681,18.42816526,36.70562763,,85.0156429,57.85285714,1164.406183,700.8120757,257.4292041,,40.14179796,,151.5865094,,39.55866292,,,,,216.6317261,134.0773981,,3.271273798,,584.446443,,,45.82080711,72.17936316,,177.8631533,80.14867912,43.90084801,71.45586549,20.02392682,115.882415,11.80507453,70.96827382,111.4374255,71.47157245,91.24941507,308.0092712,161.84573,83.20663708,63.74787612,,36.8606117,104.1131997,75.93814379,,82.42088607,,234.3036676,46.62058878,201.0934691,46.2809496,21.30239002,63.02588173,25.96981287,61.79138322,79.29997293,23.32028434,46.96584815,19.19882755,,5.573936005,17.4774118,36.94309373,,,20.48723862,106.8137974,1.152038337,14.7943737,49.64989518,,56.33940699,35.94092312,,,,,8.865099842,18.44045424,14.56472067,4.741766467,24.53138848,16.63898945,,6.990865636,,13.26966048,14.1653185,,,11.62984437,,12.19183303,,,,25.13611584,16.80555556,16.67515203,13.66936767,44.14690642,8.538369209,8.512918333,5.465811929,67.28441449,3.648830017,,22.55143162,20.05475207,8.294378833,15.82834665,52.04480766,,26.50406504,13.59619479,28.58043038,75.82610546,12.64648839,,,218.2902496,17.23695666,67.63261672,,7.718149556,12.61986066,8.13274098,94.27047425,,167.9865611,52.70497462,40.49422614,,12.96978271,,60.20899191,,10263.15789,5514.246233,348.2367893,4609.282881,11444.50554,,,,,524.9483005,5974.489657,3090.493601,2996.056425,9876.54321,243.0192781,1993.230629,5094.167539,,9050.037952,1549.730433,5390.695984,7783.521001
8,,,265.89948,237.7735339,,261.5607496,275.1651674,239.0816392,397.9361734,671.5048382,74.21109902,274.1639631,434.1102867,2539.909401,,191.3438127,,539.4470668,1225.3924,,616.7080373,1259.725824,602.0586522,703.0847502,393.7156918,66.58774166,,21.17913609,63.41832325,57.59733649,,,62.8251821,10.10301096,407.375108,33.0,35.74162495,2559.791746,,228.9274047,4.159546314,39.49054481,1341.855749,75.60069591,269.1044363,55.87741419,517.5493856,64.18906681,21.69648009,36.70562763,,85.0156429,57.85285714,1164.406183,700.8120757,257.4292041,,40.14179796,,151.5865094,,39.55866292,,,,,216.6317261,134.0773981,,3.271273798,,584.446443,,,45.82080711,72.17936316,,177.8631533,80.14867912,43.90084801,71.45586549,20.02392682,115.882415,11.80507453,70.96827382,111.4374255,71.47157245,91.24941507,308.0092712,161.84573,83.20663708,63.74787612,,36.8606117,104.1131997,75.93814379,,82.42088607,,234.3036676,46.62058878,201.0934691,46.2809496,21.30239002,63.02588173,25.96981287,61.79138322,74.05189444,23.32028434,46.96584815,19.19882755,,5.573936005,17.4774118,36.94309373,,,20.48723862,106.8137974,1.152038337,14.7943737,49.64989518,,56.33940699,35.94092312,,,,,6.82538869,18.44045424,14.56472067,4.741766467,24.53138848,16.63898945,,6.990865636,,13.26966048,14.1653185,,,11.62984437,,12.19183303,,,,25.13611584,16.80555556,16.67515203,9.764414135,44.14690642,3.867614497,8.512918333,5.465811929,67.28441449,3.648830017,,22.55143162,20.05475207,8.294378833,15.82834665,52.04480766,,26.50406504,13.59619479,28.58043038,75.82610546,12.64648839,,,218.2902496,17.23695666,67.63261672,,7.718149556,12.61986066,8.870222393,94.27047425,75.80216459,167.9865611,52.70497462,40.49422614,,12.96978271,,60.20899191,,10263.15789,5514.246233,348.2367893,4609.282881,11444.50554,,,,,524.9483005,5974.489657,3090.493601,2996.056425,9876.54321,243.0192781,1993.230629,5094.167539,,9050.037952,1549.730433,5390.695984,7783.521001
9,,,265.89948,237.7735339,,261.5607496,275.1651674,239.0816392,397.9361734,671.5048382,74.21109902,274.1639631,434.1102867,2539.909401,,191.3438127,,539.4470668,1225.3924,,616.7080373,1259.725824,602.0586522,703.0847502,393.7156918,66.58774166,,21.17913609,63.41832325,57.59733649,,,62.8251821,10.10301096,407.375108,33.0,35.74162495,2559.791746,,228.9274047,4.159546314,39.49054481,1341.855749,75.60069591,269.1044363,55.87741419,517.5493856,64.18906681,21.69648009,36.70562763,,85.0156429,57.85285714,1164.406183,700.8120757,257.4292041,,40.14179796,,151.5865094,,39.55866292,,,,,216.6317261,134.0773981,,3.271273798,,584.446443,93.39031776,,45.82080711,72.17936316,,177.8631533,80.14867912,43.90084801,71.45586549,20.02392682,115.882415,11.80507453,70.96827382,216.13837,71.47157245,91.24941507,308.0092712,161.84573,83.20663708,63.74787612,,36.8606117,104.1131997,75.93814379,,82.42088607,,234.3036676,46.62058878,198.3819909,46.2809496,27.00290114,63.02588173,25.96981287,61.79138322,74.05189444,23.32028434,46.96584815,19.19882755,,5.573936005,17.4774118,36.94309373,,,20.48723862,106.8137974,1.152038337,14.7943737,49.64989518,,56.33940699,35.94092312,,,,,6.82538869,18.44045424,14.56472067,4.741766467,24.53138848,16.63898945,,6.990865636,,13.26966048,14.1653185,,,11.62984437,,12.19183303,,,,25.13611584,16.80555556,16.67515203,9.764414135,44.14690642,3.867614497,8.512918333,5.465811929,76.47048898,3.648830017,,36.04989382,20.05475207,8.294378833,15.82834665,52.04480766,,26.50406504,18.35672882,28.58043038,75.82610546,12.64648839,,,218.2902496,17.23695666,67.63261672,,7.718149556,12.61986066,8.870222393,94.27047425,75.80216459,167.9865611,52.70497462,41.406014,,12.96978271,,60.20899191,,10263.15789,5514.246233,348.2367893,4609.282881,11444.50554,,,,,524.9483005,5974.489657,3090.493601,2996.056425,9876.54321,243.0192781,1993.230629,5094.167539,,9050.037952,1549.730433,5390.695984,7783.521001
